code_rome;intitule_rome;code_rncp;intitule_rncp;niveau_rncp
M1806;Conseil et maîtrise d'ouvrage en systèmes d'information;RNCP42268;Sciences et ingénierie - Intelligence artificielle;NIV6
M1806;Conseil et maîtrise d'ouvrage en systèmes d'information;RNCP42285;Ingénieur de l'école nationale supérieure des sciences appliquées et de technologie, spécialité informatique;NIV7
M1807;Exploitation de systèmes de communication et de commandement;RNCP37300;Responsable en cybersécurité;NIV6
M1807;Exploitation de systèmes de communication et de commandement;RNCP39893;Ingénieur diplômé de l'Ecole Supérieure d'Informatique, Electronique, Automatique;NIV7
M1807;Exploitation de systèmes de communication et de commandement;RNCP40570;Expert en infrastructure de réseaux de télécommunication maritimes (MS);NIV7
M1807;Exploitation de systèmes de communication et de commandement;RNCP40745;Sciences et ingénierie - Cybersécurité et réseaux;NIV6
M1808;Information géographique;RNCP37101;Opérateur en détection de réseaux;NIV4
M1808;Information géographique;RNCP37102;Technicien en détection et géoréférencement de réseaux;NIV5
M1810;Production et exploitation de systèmes d'information;RNCP35455;Réseaux & Télécommunications : Cybersécurité;NIV6
M1810;Production et exploitation de systèmes d'information;RNCP35456;Réseaux & Télécommunications : Réseaux Opérateurs et Multimédia;NIV6
M1810;Production et exploitation de systèmes d'information;RNCP35457;Réseaux & Télécommunications : Internet des objets et mobilité;NIV6
M1810;Production et exploitation de systèmes d'information;RNCP35476;Informatique : Déploiement d'applications communicantes et sécurisées;NIV6
M1810;Production et exploitation de systèmes d'information;RNCP35477;Informatique : Administration, gestion et exploitation des données;NIV6
M1810;Production et exploitation de systèmes d'information;RNCP35511;Réseaux & Télécommunications : Développement système et Cloud;NIV6
M1810;Production et exploitation de systèmes d'information;RNCP35726;Expert en études et développement du système d'information;NIV7
M1810;Production et exploitation de systèmes d'information;RNCP36075;Administrateur systèmes et réseaux;NIV6
M1810;Production et exploitation de systèmes d'information;RNCP36164;Technicien veilleur de cybersécurité;NIV5
M1810;Production et exploitation de systèmes d'information;RNCP36462;Technicien systèmes réseaux et sécurité;NIV5
M1810;Production et exploitation de systèmes d'information;RNCP36501;Technicien systèmes et réseaux;NIV5
M1810;Production et exploitation de systèmes d'information;RNCP36757;Informatique d’organisation et systèmes d’information (fiche nationale);NIV5
M1810;Production et exploitation de systèmes d'information;RNCP36854;Expert en infrastructures de réseaux et en services associés (MS);NIV7
M1810;Production et exploitation de systèmes d'information;RNCP37215;Développement et exploitation de parcs informatiques;NIV4
M1810;Production et exploitation de systèmes d'information;RNCP37300;Responsable en cybersécurité;NIV6
M1810;Production et exploitation de systèmes d'information;RNCP37454;Technicien supérieur systèmes et réseaux;NIV5
M1810;Production et exploitation de systèmes d'information;RNCP37473;Sciences et Ingénierie - Cybersécurité;NIV6
M1810;Production et exploitation de systèmes d'information;RNCP37488;Cybersécurité;NIV4
M1810;Production et exploitation de systèmes d'information;RNCP37579;"Ingénieur diplômé de l'Ecole polytechnique universitaire d'Aix-Marseille Université, spécialité ""Informatique""";NIV7
M1810;Production et exploitation de systèmes d'information;RNCP37682;Technicien supérieur systèmes et réseaux;NIV5
M1810;Production et exploitation de systèmes d'information;RNCP37796;Gestionnaire de la sécurité des données, des réseaux et des systèmes;NIV7
M1810;Production et exploitation de systèmes d'information;RNCP38004;Expert en ingénierie informatique;NIV7
M1810;Production et exploitation de systèmes d'information;RNCP38108;Administrateur de systèmes et réseaux sécurisés;NIV6
M1810;Production et exploitation de systèmes d'information;RNCP38434;Spécialiste en cybersécurité (MS);NIV7
M1810;Production et exploitation de systèmes d'information;RNCP38463;Expert en développement de solutions de cybersécurité;NIV7
M1810;Production et exploitation de systèmes d'information;RNCP38587;Expert en ingénierie de l'intelligence artificielle;NIV7
M1810;Production et exploitation de systèmes d'information;RNCP38606;Développeur full stack;NIV6
M1810;Production et exploitation de systèmes d'information;RNCP38678;Ingénieur diplômé de l'école nationale supérieure des mines d'Alès de l'Institut Mines-Télécom, spécialité informatique et réseaux;NIV7
M1810;Production et exploitation de systèmes d'information;RNCP38779;Manager en infrastructures et cybersécurité des systèmes d’information;NIV7
M1810;Production et exploitation de systèmes d'information;RNCP38837;Expert en systèmes d'information sécurisés (Cloud ou Big Data);NIV7
M1810;Production et exploitation de systèmes d'information;RNCP39228;CQP Technicien de maintenance des systèmes informatiques;NIV5
M1810;Production et exploitation de systèmes d'information;RNCP39485;Intelligence artificielle (fiche nationale);NIV7
M1810;Production et exploitation de systèmes d'information;RNCP39495;Cybersécurité (fiche nationale);NIV7
M1810;Production et exploitation de systèmes d'information;RNCP39620;Technicien d’infrastructure informatique et sécurité;NIV5
M1810;Production et exploitation de systèmes d'information;RNCP39781;Expert réseaux infrastructures et sécurité;NIV7
M1810;Production et exploitation de systèmes d'information;RNCP39851;Administrateur systèmes, réseaux et sécurité;NIV6
M1810;Production et exploitation de systèmes d'information;RNCP39999;Expert en cybersécurité;NIV7
M1810;Production et exploitation de systèmes d'information;RNCP40116;Informatique (fiche nationale);NIV6
M1810;Production et exploitation de systèmes d'information;RNCP40122;Ingénieur diplômé de l’école polytechnique universitaire de l’université de Tours, spécialité informatique;NIV7
M1810;Production et exploitation de systèmes d'information;RNCP40123;Métiers des réseaux informatiques et télécommunications (fiche nationale);NIV6
M1810;Production et exploitation de systèmes d'information;RNCP40227;Informatique des organisations;NIV6
M1810;Production et exploitation de systèmes d'information;RNCP40319;Métiers de l'informatique : conception, développement et tests de logiciels (fiche nationale);NIV6
M1810;Production et exploitation de systèmes d'information;RNCP40347;Architecte cybersécurité et internet des objets (MS);NIV7
M1810;Production et exploitation de systèmes d'information;RNCP40357;Technicien informatique en installation, maintenance et support;NIV5
M1810;Production et exploitation de systèmes d'information;RNCP40496;Ingénieur diplômé de l'Institut national des sciences appliquées Centre Val de Loire, spécialité sécurité informatique;NIV7
M1810;Production et exploitation de systèmes d'information;RNCP40513;Sciences et Ingénierie - Informatique pour la Santé;NIV6
M1810;Production et exploitation de systèmes d'information;RNCP40514;Sciences et ingénierie - Informatique et Systèmes Numériques;NIV6
M1810;Production et exploitation de systèmes d'information;RNCP40534;Ingénieur diplômé de l'École Supérieure de Chimie, Physique, Électronique de Lyon, spécialité informatique et réseaux;NIV7
M1810;Production et exploitation de systèmes d'information;RNCP40744;Sciences et ingénierie - Cybersécurité;NIV6
M1810;Production et exploitation de systèmes d'information;RNCP40745;Sciences et ingénierie - Cybersécurité et réseaux;NIV6
M1810;Production et exploitation de systèmes d'information;RNCP40757;Ingénieur diplômé de l'Ecole Polytechnique Universitaire de l'Université de Montpellier, spécialité Informatique;NIV7
M1810;Production et exploitation de systèmes d'information;RNCP40792;"Services informatiques aux organisations, Option A : « Solutions d’infrastructure, systèmes et réseaux » ; Option B : « Solutions logicielles et applications métiers »";NIV5
M1810;Production et exploitation de systèmes d'information;RNCP40817;Ingénieur diplômé de l'Institut national des sciences appliquées Hauts-de-France, spécialité Informatique et Cybersécurité;NIV7
M1810;Production et exploitation de systèmes d'information;RNCP40864;Gestionnaire en maintenance et support informatique;NIV5
M1810;Production et exploitation de systèmes d'information;RNCP40947;Ingénieur diplômé de l’école d’ingénieurs Jules Verne de l’université d’Amiens, spécialité cybersécurité;NIV7
M1810;Production et exploitation de systèmes d'information;RNCP40952;Ingénieur diplômé de l'Ecole Polytechnique universitaire de l'Université Paris-Saclay, spécialité Informatique;NIV7
M1810;Production et exploitation de systèmes d'information;RNCP40971;ingénieur diplômé de l'Institut national des sciences appliquées de Lyon, spécialité informatique;NIV7
M1810;Production et exploitation de systèmes d'information;RNCP41165;Ingénieur diplômé de CentraleSupélec, spécialité Cybersécurité;NIV7
M1810;Production et exploitation de systèmes d'information;RNCP41171;Ingénieur diplômé de l’institut des sciences et techniques des Yvelines de l’université de Versailles-Saint-Quentin-en-Yvelines, spécialité informatique;NIV7
M1810;Production et exploitation de systèmes d'information;RNCP41246;Ingénieur diplômé de l'Institut supérieur d'informatique, de modélisation et de leurs applications de l'institut national polytechnique Clermont Auvergne;NIV7
M1810;Production et exploitation de systèmes d'information;RNCP41265;Ingénieur diplômé de l'institut national des sciences appliquées de Rennes, spécialité informatique;NIV7
M1810;Production et exploitation de systèmes d'information;RNCP41278;Sciences et ingénierie - Cybersécurité des systèmes numériques;NIV6
M1810;Production et exploitation de systèmes d'information;RNCP41312;Concepteur développeur de solutions blockchain;NIV6
M1810;Production et exploitation de systèmes d'information;RNCP41445;Expert en cybersécurité (MS);NIV7
M1810;Production et exploitation de systèmes d'information;RNCP41526;Ingénieur diplômé de l’institut supérieur aquitain du bâtiment et des travaux publics de l'université de Pau, spécialité informatique;NIV7
M1810;Production et exploitation de systèmes d'information;RNCP41585;Informatique : Administration, gestion et exploitation des données;NIV6
M1810;Production et exploitation de systèmes d'information;RNCP41586;Informatique : Déploiement d'applications communicantes et sécurisées;NIV6
M1810;Production et exploitation de systèmes d'information;RNCP41611;Réseaux & télécommunications : Cybersécurité;NIV6
M1810;Production et exploitation de systèmes d'information;RNCP41612;Réseaux & télécommunications : Développement système et Cloud;NIV6
M1810;Production et exploitation de systèmes d'information;RNCP41613;Réseaux & télécommunications : Internet des objets et mobilité;NIV6
M1810;Production et exploitation de systèmes d'information;RNCP41615;Réseaux & télécommunications : Réseaux opérateurs et multimédia;NIV6
M1810;Production et exploitation de systèmes d'information;RNCP41678;Opérateur en cybersécurité;NIV5
M1810;Production et exploitation de systèmes d'information;RNCP41807;Administrateur des systèmes, réseaux et sécurité;NIV6
M1810;Production et exploitation de systèmes d'information;RNCP41880;Manager en ingénierie informatique;NIV7
M1810;Production et exploitation de systèmes d'information;RNCP41976;Expert en cybersécurité et sécurité informatique;NIV7
M1810;Production et exploitation de systèmes d'information;RNCP41979;Technicien informatique systèmes et réseaux;NIV5
M1810;Production et exploitation de systèmes d'information;RNCP42082;Expert en cybersécurité industrielle;NIV7
M1810;Production et exploitation de systèmes d'information;RNCP42097;Ingénieur diplômé de l'Institut supérieur d'informatique, de modélisation et de leurs applications de l'institut national polytechnique Clermont Auvergne;NIV7
M1810;Production et exploitation de systèmes d'information;RNCP42147;Expert en ingénierie de l'intelligence artificielle et des applications;NIV7
M1810;Production et exploitation de systèmes d'information;RNCP42149;Data engineer;NIV7
M1810;Production et exploitation de systèmes d'information;RNCP42263;Intelligence artificielle;NIV6
N1301;Conception et organisation de la chaîne logistique;RNCP41262;Transport, mobilités, réseaux (fiche nationale);NIV7
